# vsname:imis_fka_2
# query:select rh, ta, rswr, pk, timed from imis_fka_2 where  timed > 1420066800000 and  timed <= 1428876000000 order by timed desc 
# altitude:2425
# name:imis_fka_2
# latitude:46.5766808291
# exposition:N/A
# longitude:8.4213608918
# geographical:Furka, Galenbodmen
# slope:0
# description:imis station fka_2
# time,rh,ta,rswr
# ,%,°C,W/m²
1427056200000,77.0,-6.3,5.0
1427058000000,77.3,-6.4,7.0
1427059800000,77.0,-6.5,6.0
1427061600000,77.0,-6.4,8.0
1427063400000,76.3,-6.3,8.0
1427065200000,76.0,-6.3,8.0
1427067000000,76.7,-6.4,8.0
1427068800000,76.0,-6.4,8.0
1427070600000,72.0,-5.9,9.0
1427072400000,72.0,-5.7,9.0
1427074200000,73.0,-5.8,9.0
1427076000000,73.7,-5.9,9.0
1427077800000,74.3,-5.9,9.0
1427079600000,75.0,-6.2,9.0
1427081400000,75.3,-6.2,9.0
1427083200000,75.3,-6.1,9.0
1427085000000,74.3,-6.1,11.0
1427086800000,72.0,-6.1,38.0
1427088600000,67.7,-5.2,131.0
1427090400000,62.7,-4.4,203.0
1427092200000,62.3,-4.2,326.0
1427094000000,59.3,-3.7,411.0
1427095800000,55.7,-2.2,494.0
1427097600000,59.7,-2.9,556.0
1427099400000,55.3,-1.9,608.0
1427101200000,50.3,-0.8,651.0
1427103000000,49.7,-1.0,683.0
1427104800000,53.0,-1.6,703.0
1427106600000,56.0,-2.0,709.0
1427108400000,58.0,-2.0,706.0
1427110200000,60.3,-2.3,690.0
1427112000000,63.7,-2.5,658.0
1427113800000,61.3,-1.7,615.0
1427115600000,60.0,-1.6,556.0
1427117400000,59.7,-1.3,488.0
1427119200000,65.7,-2.1,414.0
1427121000000,71.7,-2.8,338.0
1427122800000,78.7,-4.1,220.0
1427124600000,85.0,-4.7,95.0
1427126400000,86.0,-4.7,70.0
1427128200000,87.0,-4.9,34.0
1427130000000,87.3,-5.0,8.0
1427131800000,88.7,-5.1,7.0
1427133600000,88.3,-5.2,6.0
1427135400000,88.0,-5.3,5.0
1427137200000,86.3,-5.1,4.0
1427139000000,85.0,-5.1,4.0
1427140800000,83.7,-4.9,4.0
1427142600000,84.0,-5.0,5.0
1427144400000,84.3,-4.9,6.0
1427146200000,79.0,-4.5,8.0
1427148000000,77.3,-4.4,8.0
1427149800000,74.7,-4.3,8.0
1427151600000,74.3,-4.3,8.0
1427153400000,73.3,-4.1,8.0
1427155200000,74.3,-4.0,8.0
1427157000000,74.0,-4.1,8.0
1427158800000,75.3,-4.3,8.0
1427160600000,75.7,-4.4,8.0
1427162400000,77.0,-4.5,8.0
1427164200000,74.0,-4.3,8.0
1427166000000,74.0,-4.4,8.0
1427167800000,78.7,-4.8,8.0
1427169600000,80.3,-5.2,8.0
1427171400000,72.0,-4.8,11.0
1427173200000,67.7,-5.0,30.0
1427175000000,70.3,-5.0,71.0
1427176800000,68.3,-4.0,187.0
1427178600000,70.7,-3.9,173.0
1427180400000,66.3,-3.0,358.0
1427182200000,73.0,-3.8,266.0
1427184000000,74.0,-3.8,267.0
1427185800000,75.3,-3.7,365.0
1427187600000,73.0,-3.1,450.0
1427189400000,72.3,-2.7,470.0
1427191200000,79.7,-3.2,494.0
1427193000000,72.0,-2.3,714.0
1427194800000,72.3,-2.9,555.0
1427196600000,75.7,-2.7,489.0
1427198400000,77.0,-3.2,354.0
1427200200000,67.0,-2.7,311.0
1427202000000,67.3,-2.9,276.0
1427203800000,75.3,-3.3,277.0
1427205600000,72.7,-3.2,246.0
1427207400000,73.7,-3.4,181.0
1427209200000,73.7,-3.5,159.0
1427211000000,75.0,-3.6,134.0
1427212800000,75.7,-3.5,60.0
1427214600000,75.7,-3.4,26.0
1427216400000,87.3,-4.4,9.0
1427218200000,90.0,-4.4,7.0
1427220000000,93.3,-4.7,4.0
1427221800000,92.7,-4.6,4.0
1427223600000,94.0,-5.0,5.0
1427225400000,92.7,-4.8,4.0
1427227200000,92.3,-4.6,7.0
1427229000000,81.0,-3.9,8.0
1427230800000,85.7,-4.2,8.0
1427232600000,79.3,-3.7,8.0
1427234400000,77.7,-3.5,9.0
1427236200000,77.3,-3.5,8.0
1427238000000,88.3,-4.3,6.0
1427239800000,91.7,-4.6,5.0
1427241600000,90.0,-4.4,8.0
1427243400000,81.7,-4.0,9.0
1427245200000,81.3,-4.0,8.0
1427247000000,81.3,-4.0,8.0
1427248800000,82.7,-4.1,8.0
1427250600000,77.3,-3.5,8.0
1427252400000,77.3,-3.3,8.0
1427254200000,79.7,-3.4,8.0
1427256000000,76.3,-2.9,9.0
1427257800000,79.3,-3.1,10.0
1427259600000,80.7,-3.2,23.0
1427261400000,82.7,-3.2,55.0
1427263200000,80.3,-3.0,89.0
1427265000000,82.0,-2.9,142.0
1427266800000,86.7,-3.1,193.0
1427268600000,88.7,-3.2,301.0
1427270400000,88.3,-3.1,331.0
1427272200000,84.3,-2.4,445.0
1427274000000,80.0,-1.8,577.0
1427275800000,75.3,-1.2,690.0
1427277600000,74.3,-1.0,583.0
1427279400000,68.7,0.4,598.0
1427281200000,65.0,0.1,577.0
1427283000000,70.7,-0.1,453.0
1427284800000,77.3,-1.0,387.0
1427286600000,81.7,-1.3,343.0
1427288400000,87.0,-2.0,323.0
1427290200000,89.7,-2.1,284.0
1427292000000,89.7,-2.0,235.0
1427293800000,94.3,-2.6,189.0
1427295600000,95.3,-2.8,141.0
1427297400000,96.0,-3.1,93.0
1427299200000,96.7,-3.3,61.0
1427301000000,97.0,-3.6,27.0
1427302800000,97.0,-3.8,7.0
1427304600000,97.0,-4.0,4.0
1427306400000,97.0,-4.0,5.0
1427308200000,97.0,-4.1,4.0
1427310000000,97.0,-4.1,4.0
1427311800000,97.0,-4.1,4.0
1427313600000,97.0,-4.2,4.0
1427315400000,97.0,-4.3,4.0
1427317200000,97.0,-4.5,4.0
1427319000000,97.0,-4.7,4.0
1427320800000,97.0,-4.8,4.0
1427322600000,97.0,-5.1,4.0
1427324400000,97.0,-5.3,4.0
1427326200000,96.3,-5.4,4.0
1427328000000,96.3,-5.4,5.0
1427329800000,97.0,-5.3,4.0
1427331600000,96.0,-5.8,4.0
1427333400000,96.0,-6.0,5.0
1427335200000,96.0,-5.9,5.0
1427337000000,96.0,-5.8,6.0
1427338800000,96.0,-5.5,7.0
1427340600000,96.0,-6.4,4.0
1427342400000,96.0,-7.0,4.0
1427344200000,96.0,-7.1,8.0
1427346000000,96.0,-7.2,17.0
1427347800000,95.7,-6.6,78.0
1427349600000,95.0,-6.5,150.0
1427351400000,95.3,-6.4,143.0
1427353200000,95.7,-5.7,240.0
1427355000000,94.7,-5.9,438.0
1427356800000,94.0,-4.9,550.0
1427358600000,94.0,-4.4,595.0
1427360400000,93.7,-4.9,636.0
1427362200000,94.3,-3.3,644.0
1427364000000,94.0,-4.7,714.0
1427365800000,94.0,-3.5,729.0
1427367600000,94.0,-3.0,706.0
1427369400000,94.3,-3.5,574.0
1427371200000,94.0,-3.2,642.0
1427373000000,94.7,-3.7,442.0
1427374800000,95.0,-3.3,396.0
1427376600000,95.0,-3.4,333.0
1427378400000,95.0,-3.3,298.0
1427380200000,96.0,-4.0,208.0
1427382000000,96.0,-4.0,143.0
1427383800000,96.3,-4.0,85.0
1427385600000,97.0,-4.4,42.0
1427387400000,97.0,-4.4,28.0
1427389200000,97.0,-4.4,11.0
1427391000000,97.0,-4.3,3.0
1427392800000,97.0,-4.5,1.0
1427394600000,97.0,-4.9,1.0
1427396400000,97.0,-5.2,1.0
1427398200000,97.0,-5.4,1.0
1427400000000,97.0,-5.3,1.0
1427401800000,97.0,-5.6,1.0
1427403600000,97.0,-5.7,1.0
1427405400000,97.0,-5.6,1.0
1427407200000,97.0,-5.6,1.0
1427409000000,97.0,-5.6,1.0
1427410800000,97.0,-5.7,1.0
1427412600000,97.0,-5.8,1.0
1427414400000,96.3,-6.2,1.0
1427416200000,96.0,-6.4,1.0
1427418000000,96.0,-6.4,1.0
1427419800000,96.0,-6.7,1.0
1427421600000,96.0,-6.8,1.0
1427423400000,96.0,-7.0,1.0
1427425200000,96.0,-7.4,2.0
1427427000000,96.0,-7.7,2.0
1427428800000,95.0,-8.1,3.0
1427430600000,96.0,-8.0,5.0
1427432400000,96.0,-7.8,18.0
1427434200000,96.0,-7.6,53.0
1427436000000,95.3,-7.4,123.0
1427437800000,95.0,-7.3,176.0
1427439600000,95.0,-7.1,261.0
1427441400000,94.7,-6.4,429.0
1427443200000,93.7,-6.1,574.0
1427445000000,93.7,-5.4,616.0
1427446800000,92.3,-6.1,698.0
1427448600000,91.7,-6.4,727.0
1427450400000,91.7,-6.7,790.0
1427452200000,91.7,-6.2,743.0
1427454000000,91.7,-5.5,708.0
1427455800000,92.0,-6.5,652.0
1427457600000,92.0,-6.2,711.0
1427459400000,91.7,-5.9,699.0
1427461200000,92.0,-6.8,521.0
1427463000000,93.0,-7.0,405.0
1427464800000,93.0,-6.7,378.0
1427466600000,93.3,-6.9,287.0
1427468400000,93.3,-7.5,231.0
1427470200000,94.0,-7.7,116.0
1427472000000,94.0,-7.6,65.0
1427473800000,94.3,-7.8,28.0
1427475600000,94.0,-8.0,13.0
1427477400000,91.3,-8.0,8.0
1427479200000,91.3,-8.1,8.0
1427481000000,91.0,-8.1,8.0
1427482800000,88.7,-8.2,6.0
1427484600000,81.7,-8.3,5.0
1427486400000,67.7,-7.8,6.0
1427488200000,68.7,-7.4,5.0
1427490000000,76.0,-7.8,4.0
1427491800000,93.3,-9.0,6.0
1427493600000,81.3,-8.3,5.0
1427495400000,85.3,-8.3,5.0
1427497200000,64.7,-7.7,4.0
1427499000000,97.0,-9.0,4.0
1427500800000,94.7,-9.3,5.0
1427502600000,96.3,-9.6,4.0
1427504400000,49.7,-7.2,7.0
1427506200000,15.3,-4.5,8.0
1427508000000,14.7,-4.3,8.0
1427509800000,12.3,-4.1,7.0
1427511600000,15.3,-4.2,6.0
1427513400000,13.7,-4.4,8.0
1427515200000,16.7,-4.9,8.0
1427517000000,25.3,-6.0,14.0
1427518800000,26.0,-5.8,87.0
1427520600000,21.0,-4.7,182.0
1427522400000,14.0,-3.6,267.0
1427524200000,12.7,-3.2,370.0
1427526000000,11.7,-2.5,455.0
1427527800000,12.0,-2.1,532.0
1427529600000,12.7,-1.4,595.0
1427531400000,11.7,-1.0,650.0
1427533200000,18.0,-1.4,693.0
1427535000000,18.3,-0.7,723.0
1427536800000,19.7,-0.3,740.0
1427538600000,22.7,0.0,748.0
1427540400000,36.7,0.0,741.0
1427542200000,42.7,0.2,690.0
1427544000000,47.3,-0.5,497.0
1427545800000,45.3,-1.0,495.0
1427547600000,50.0,-0.3,659.0
1427549400000,51.3,-0.2,461.0
1427551200000,57.0,-0.1,364.0
1427553000000,58.7,-0.7,250.0
1427554800000,60.7,-1.7,159.0
1427556600000,69.7,-3.0,112.0
1427558400000,88.0,-4.3,58.0
1427560200000,94.7,-5.1,20.0
1427562000000,96.0,-5.0,10.0
1427563800000,96.0,-4.3,7.0
1427565600000,96.0,-4.4,6.0
1427567400000,96.3,-4.1,5.0
1427569200000,96.0,-3.7,5.0
1427571000000,95.7,-3.1,6.0
1427572800000,93.7,-2.6,6.0
1427574600000,97.3,-2.9,5.0
1427576400000,97.0,-3.1,5.0
1427578200000,98.0,-3.3,5.0
1427580000000,98.0,-3.8,8.0
1427581800000,98.0,-3.9,9.0
1427583600000,98.0,-3.8,9.0
1427585400000,98.0,-3.7,9.0
1427587200000,97.7,-3.7,9.0
1427589000000,98.0,-3.7,9.0
1427590800000,97.3,-4.0,9.0
1427592600000,97.0,-4.5,7.0
1427594400000,85.7,-3.4,7.0
1427596200000,81.0,-2.7,9.0
1427598000000,95.3,-3.7,9.0
1427599800000,97.0,-3.9,9.0
1427601600000,97.7,-4.2,5.0
1427603400000,97.7,-4.3,14.0
1427605200000,97.0,-4.1,83.0
1427607000000,97.0,-4.1,94.0
1427608800000,97.0,-4.0,119.0
1427610600000,96.3,-3.8,222.0
1427612400000,95.7,-3.3,383.0
1427614200000,94.3,-3.0,454.0
1427616000000,93.0,-2.4,592.0
1427617800000,90.0,-1.8,670.0
1427619600000,85.3,-1.3,710.0
1427621400000,81.7,-1.0,626.0
1427623200000,82.0,-1.2,477.0
1427625000000,84.7,-1.3,428.0
1427626800000,86.3,-1.4,443.0
1427628600000,91.0,-1.9,359.0
1427630400000,93.7,-2.0,351.0
1427632200000,94.0,-2.0,320.0
1427634000000,93.7,-1.9,273.0
1427635800000,94.7,-2.0,186.0
1427637600000,95.0,-2.2,152.0
1427639400000,95.3,-2.3,142.0
1427641200000,91.3,-1.8,105.0
1427643000000,87.0,-1.7,72.0
1427644800000,93.7,-2.4,47.0
1427646600000,97.0,-2.7,23.0
1427648400000,97.7,-2.8,12.0
1427650200000,98.0,-2.9,9.0
1427652000000,98.0,-3.0,9.0
1427653800000,98.0,-3.1,9.0
1427655600000,98.0,-3.2,9.0
1427657400000,98.0,-3.1,9.0
1427659200000,98.0,-3.1,9.0
1427661000000,98.0,-3.1,9.0
1427662800000,98.0,-3.2,9.0
1427664600000,98.0,-3.2,9.0
1427666400000,98.0,-3.2,9.0
1427668200000,98.0,-3.2,9.0
1427670000000,98.0,-3.2,9.0
1427671800000,98.0,-3.2,9.0
1427673600000,98.0,-3.3,9.0
1427675400000,98.0,-3.3,9.0
1427677200000,98.0,-3.4,9.0
1427679000000,98.0,-3.5,9.0
1427680800000,98.0,-3.6,9.0
1427682600000,98.0,-3.7,9.0
1427684400000,98.0,-3.7,9.0
1427686200000,98.0,-3.7,9.0
1427688000000,98.0,-3.6,9.0
1427689800000,98.0,-3.2,12.0
1427691600000,98.0,-3.2,24.0
1427693400000,98.0,-3.0,62.0
1427695200000,98.0,-2.8,128.0
1427697000000,98.0,-2.7,149.0
1427698800000,97.7,-2.8,191.0
1427700600000,97.0,-2.6,215.0
1427702400000,97.0,-2.3,275.0
1427704200000,97.0,-2.1,358.0
1427706000000,96.7,-2.1,400.0
1427707800000,96.0,-2.2,442.0
1427709600000,95.0,-2.2,440.0
1427711400000,87.7,-1.8,432.0
1427713200000,80.3,-1.3,436.0
1427715000000,76.0,-1.3,466.0
1427716800000,75.7,-1.3,447.0
1427718600000,79.3,-1.6,325.0
1427720400000,77.0,-1.7,252.0
1427722200000,78.3,-2.0,205.0
1427724000000,80.3,-2.1,153.0
1427725800000,85.3,-2.4,113.0
1427727600000,83.7,-2.6,93.0
1427729400000,86.0,-2.6,62.0
1427731200000,86.7,-2.9,40.0
1427733000000,87.0,-3.3,21.0
1427734800000,86.7,-3.2,10.0
1427736600000,86.3,-3.2,7.0
1427738400000,88.0,-3.4,6.0
1427740200000,88.0,-3.3,6.0
1427742000000,87.3,-3.2,7.0
1427743800000,88.3,-3.6,6.0
1427745600000,87.3,-3.3,8.0
1427747400000,88.0,-3.2,9.0
1427749200000,93.0,-3.5,9.0
1427751000000,93.3,-3.6,9.0
1427752800000,93.0,-3.3,9.0
1427754600000,94.0,-3.5,9.0
1427756400000,96.0,-3.3,9.0
1427758200000,95.3,-3.0,9.0
1427760000000,94.3,-2.6,9.0
1427761800000,96.3,-2.8,9.0
1427763600000,95.0,-2.0,8.0
1427765400000,96.3,-2.1,9.0
1427767200000,97.3,-1.8,9.0
1427769000000,98.0,-2.2,9.0
1427770800000,98.0,-1.8,9.0
1427772600000,95.3,-1.5,9.0
1427774400000,75.3,0.0,10.0
1427776200000,59.7,0.8,24.0
1427778000000,78.0,-0.8,147.0
1427779800000,63.7,0.4,221.0
1427781600000,60.7,0.7,332.0
1427783400000,68.7,0.2,421.0
1427785200000,60.0,0.7,505.0
1427787000000,54.7,1.1,596.0
1427788800000,43.7,2.2,655.0
1427790600000,49.0,2.3,713.0
1427792400000,55.0,2.2,636.0
1427794200000,50.3,2.4,595.0
1427796000000,46.7,2.5,679.0
1427797800000,46.7,2.3,597.0
1427799600000,51.0,1.9,545.0
1427801400000,51.0,2.0,595.0
1427803200000,57.0,1.2,502.0
1427805000000,63.3,0.4,416.0
1427806800000,77.0,-0.8,298.0
1427808600000,74.7,-0.9,287.0
1427810400000,67.7,-0.7,248.0
1427812200000,74.3,-1.5,172.0
1427814000000,83.3,-2.2,130.0
1427815800000,83.7,-2.1,102.0
1427817600000,82.7,-2.1,67.0
1427819400000,76.7,-1.9,34.0
1427821200000,75.0,-2.3,15.0
1427823000000,76.3,-2.9,9.0
1427824800000,79.0,-3.7,9.0
1427826600000,77.7,-4.2,9.0
1427828400000,73.7,-4.9,7.0
1427830200000,76.0,-5.6,8.0
1427832000000,75.3,-6.1,8.0
1427833800000,72.0,-6.0,8.0
1427835600000,67.0,-6.4,8.0
1427837400000,74.0,-6.8,8.0
1427839200000,75.0,-6.8,8.0
1427841000000,76.3,-7.4,8.0
1427842800000,70.0,-7.6,9.0
1427844600000,70.7,-7.7,8.0
1427846400000,71.3,-7.7,8.0
1427848200000,80.0,-8.1,8.0
1427850000000,69.3,-8.0,8.0
1427851800000,75.3,-8.1,8.0
1427853600000,70.0,-8.3,9.0
1427855400000,72.0,-8.6,8.0
1427857200000,70.0,-8.8,8.0
1427859000000,64.7,-9.1,8.0
1427860800000,59.3,-9.2,8.0
1427862600000,65.7,-9.6,16.0
1427864400000,74.3,-10.0,44.0
1427866200000,73.0,-9.8,84.0
1427868000000,73.0,-10.0,132.0
1427869800000,77.7,-10.0,183.0
1427871600000,78.7,-10.0,251.0
1427873400000,76.0,-10.1,330.0
1427875200000,76.7,-9.9,354.0
1427877000000,78.7,-9.8,420.0
1427878800000,75.7,-9.6,532.0
1427880600000,75.0,-9.6,536.0
1427882400000,73.0,-9.4,578.0
1427884200000,70.7,-9.2,605.0
1427886000000,72.7,-9.2,550.0
1427887800000,74.0,-9.1,521.0
1427889600000,71.0,-9.1,510.0
1427891400000,75.0,-9.0,439.0
1427893200000,75.0,-8.9,410.0
1427895000000,73.0,-8.7,318.0
1427896800000,77.7,-8.8,243.0
1427898600000,79.0,-9.0,184.0
1427900400000,76.3,-9.0,112.0
1427902200000,79.0,-9.3,77.0
1427904000000,73.3,-9.3,58.0
1427905800000,73.7,-9.4,31.0
1427907600000,72.7,-9.5,14.0
1427909400000,75.0,-9.5,8.0
1427911200000,76.7,-9.7,8.0
1427913000000,76.0,-9.7,8.0
1427914800000,75.0,-9.6,7.0
1427916600000,72.0,-9.3,9.0
1427918400000,76.0,-9.3,9.0
1427920200000,72.3,-9.1,9.0
1427922000000,72.3,-9.0,9.0
1427923800000,69.3,-8.7,9.0
1427925600000,67.3,-8.6,8.0
1427927400000,65.7,-8.4,8.0
1427929200000,66.7,-8.3,9.0
1427931000000,69.0,-7.8,9.0
1427932800000,70.7,-7.7,9.0
1427934600000,83.7,-9.0,9.0
1427936400000,93.0,-9.9,9.0
1427938200000,93.3,-10.0,9.0
1427940000000,93.7,-10.2,9.0
1427941800000,94.0,-10.3,9.0
1427943600000,94.0,-10.3,9.0
1427945400000,94.0,-10.2,9.0
1427947200000,94.0,-10.1,9.0
1427949000000,93.3,-9.9,15.0
1427950800000,92.3,-9.7,39.0
1427952600000,91.0,-9.2,103.0
1427954400000,90.0,-8.7,179.0
1427956200000,90.0,-8.3,284.0
1427958000000,90.0,-7.9,354.0
1427959800000,91.0,-8.2,341.0
1427961600000,90.0,-7.9,320.0
1427963400000,90.3,-7.5,388.0
1427965200000,89.7,-7.3,478.0
1427967000000,90.0,-6.8,565.0
1427968800000,91.0,-6.4,510.0
1427970600000,87.7,-5.5,423.0
1427972400000,90.7,-5.8,441.0
1427974200000,92.7,-5.7,396.0
1427976000000,93.3,-5.4,342.0
1427977800000,94.0,-5.1,320.0
1427979600000,88.3,-4.4,298.0
1427981400000,85.3,-4.0,253.0
1427983200000,80.0,-3.4,195.0
1427985000000,87.7,-4.2,136.0
1427986800000,91.0,-4.6,98.0
1427988600000,87.3,-4.1,72.0
1427990400000,89.7,-4.3,43.0
1427992200000,94.7,-4.9,24.0
1427994000000,92.3,-4.8,10.0
1427995800000,93.7,-5.1,6.0
1427997600000,91.3,-4.9,7.0
1427999400000,87.0,-4.6,7.0
1428001200000,88.3,-5.1,6.0
1428003000000,94.0,-6.0,6.0
1428004800000,96.0,-6.8,5.0
1428006600000,96.0,-7.2,5.0
1428008400000,95.0,-7.7,5.0
1428010200000,95.0,-7.9,5.0
1428012000000,95.0,-7.9,6.0
1428013800000,96.0,-6.8,7.0
1428015600000,94.7,-6.0,9.0
1428017400000,92.7,-5.4,9.0
1428019200000,82.3,-5.0,10.0
1428021000000,73.3,-4.8,10.0
1428022800000,66.7,-4.5,9.0
1428024600000,59.0,-4.9,9.0
1428026400000,68.3,-6.9,7.0
1428028200000,82.0,-8.7,6.0
1428031800000,50.0,-6.8,6.0
1428033600000,44.7,-6.4,6.0
1428035400000,40.3,-6.0,28.0
1428037200000,45.7,-6.4,120.0
1428039000000,52.7,-6.8,218.0
1428040800000,67.7,-7.0,322.0
1428042600000,69.0,-6.5,420.0
1428044400000,74.3,-6.9,502.0
1428046200000,74.0,-5.9,587.0
1428048000000,77.3,-5.8,662.0
1428049800000,79.3,-5.5,747.0
1428051600000,82.3,-5.3,791.0
1428053400000,76.7,-5.1,801.0
1428055200000,73.0,-4.8,820.0
1428057000000,68.7,-4.2,829.0
1428058800000,69.3,-4.0,827.0
1428060600000,68.0,-3.7,808.0
1428062400000,68.3,-3.5,742.0
1428064200000,62.3,-2.8,702.0
1428066000000,50.0,-2.3,625.0
1428067800000,59.3,-2.6,614.0
1428069600000,58.0,-3.1,439.0
1428071400000,62.3,-3.6,304.0
1428073200000,68.0,-3.5,213.0
1428075000000,73.3,-3.5,144.0
1428076800000,78.7,-3.4,93.0
1428078600000,76.7,-4.0,47.0
1428080400000,78.0,-5.1,15.0
1428082200000,82.3,-5.3,4.0
1428084000000,88.0,-5.3,4.0
1428085800000,92.3,-5.4,5.0
1428087600000,94.7,-4.7,6.0
1428089400000,94.3,-5.0,5.0
1428091200000,94.7,-4.8,6.0
1428093000000,92.3,-4.3,8.0
1428094800000,87.3,-3.7,9.0
1428096600000,88.0,-3.6,9.0
1428098400000,89.0,-3.6,9.0
1428100200000,91.7,-3.9,9.0
1428102000000,91.7,-4.0,9.0
1428103800000,92.0,-4.0,9.0
1428105600000,96.0,-4.4,5.0
1428107400000,97.7,-4.6,4.0
1428109200000,97.0,-4.8,5.0
1428111000000,96.7,-4.7,7.0
1428112800000,96.7,-4.9,6.0
1428114600000,96.0,-4.8,7.0
1428116400000,96.0,-4.8,5.0
1428118200000,96.7,-5.0,7.0
1428120000000,95.0,-5.3,6.0
1428121800000,93.0,-5.0,18.0
1428123600000,91.3,-4.8,49.0
1428125400000,90.3,-4.7,86.0
1428127200000,89.0,-4.6,139.0
1428129000000,89.7,-4.4,189.0
1428130800000,85.7,-3.8,412.0
1428132600000,80.0,-3.2,656.0
1428134400000,76.3,-3.3,671.0
1428136200000,84.0,-4.0,695.0
1428138000000,84.7,-3.9,789.0
1428139800000,79.0,-3.7,553.0
1428141600000,87.0,-4.2,507.0
1428143400000,88.0,-3.7,557.0
1428145200000,85.7,-3.6,515.0
1428147000000,86.3,-3.8,621.0
1428148800000,90.7,-4.6,576.0
1428150600000,91.3,-4.9,527.0
1428152400000,92.0,-5.2,431.0
1428154200000,93.3,-5.5,364.0
1428156000000,93.3,-5.5,313.0
1428157800000,93.3,-5.5,331.0
1428159600000,94.3,-5.6,190.0
1428161400000,95.3,-5.6,131.0
1428163200000,96.0,-5.6,84.0
1428165000000,96.0,-5.7,41.0
1428166800000,96.0,-5.9,14.0
1428168600000,96.0,-6.3,5.0
1428170400000,96.0,-6.6,4.0
1428172200000,96.0,-6.9,4.0
1428174000000,96.0,-7.2,4.0
1428175800000,96.0,-7.4,4.0
1428177600000,96.0,-7.6,4.0
1428179400000,95.3,-7.9,6.0
1428181200000,95.3,-8.0,5.0
1428183000000,95.3,-8.1,4.0
1428184800000,95.0,-8.3,5.0
1428186600000,95.0,-8.7,5.0
1428188400000,95.0,-9.0,5.0
1428190200000,95.0,-9.1,5.0
1428192000000,95.0,-9.3,5.0
1428193800000,95.0,-9.4,5.0
1428195600000,95.0,-9.6,5.0
1428197400000,95.0,-9.8,5.0
1428199200000,95.0,-9.9,5.0
1428201000000,95.0,-10.0,1.0
1428202800000,95.0,-10.1,1.0
1428204600000,95.0,-10.3,1.0
1428206400000,95.0,-10.4,2.0
1428208200000,95.0,-10.4,11.0
1428210000000,94.7,-10.4,34.0
1428211800000,94.0,-10.2,74.0
1428213600000,94.0,-9.8,156.0
1428215400000,94.3,-9.4,188.0
1428217200000,94.0,-9.8,240.0
1428219000000,94.0,-9.3,291.0
1428220800000,95.0,-8.3,331.0
1428222600000,95.0,-7.3,358.0
1428224400000,95.0,-6.8,513.0
1428226200000,95.0,-6.5,639.0
1428228000000,94.7,-6.1,749.0
1428229800000,94.0,-6.3,731.0
1428231600000,94.3,-5.7,838.0
1428233400000,94.7,-4.4,803.0
1428235200000,95.0,-5.6,641.0
1428237000000,94.3,-7.0,628.0
1428238800000,95.0,-6.7,569.0
1428240600000,95.0,-5.7,497.0
1428242400000,95.0,-7.8,353.0
1428244200000,95.0,-8.9,247.0
1428246000000,94.7,-9.4,178.0
1428247800000,94.7,-9.8,134.0
1428249600000,94.3,-10.4,69.0
1428251400000,94.0,-11.4,38.0
1428253200000,93.3,-12.5,12.0
1428255000000,93.0,-13.3,2.0
1428256800000,93.3,-13.2,1.0
1428258600000,94.0,-12.7,2.0
1428260400000,93.3,-12.7,1.0
1428262200000,93.0,-13.5,1.0
1428264000000,93.0,-13.5,1.0
1428265800000,93.0,-13.9,1.0
1428267600000,93.0,-14.1,1.0
1428269400000,93.0,-14.0,1.0
1428271200000,92.7,-14.6,1.0
1428273000000,92.3,-14.8,1.0
1428274800000,92.7,-15.0,1.0
1428276600000,92.0,-15.3,1.0
1428278400000,92.0,-15.5,1.0
1428280200000,92.0,-15.8,1.0
1428282000000,92.0,-15.6,1.0
1428283800000,92.0,-15.5,1.0
1428285600000,92.3,-15.3,1.0
1428287400000,92.0,-15.3,1.0
1428289200000,92.0,-15.3,1.0
1428291000000,92.0,-15.8,1.0
1428292800000,92.0,-15.8,3.0
1428294600000,92.0,-15.5,38.0
1428296400000,91.0,-14.5,135.0
1428298200000,91.0,-13.5,245.0
1428300000000,91.0,-12.4,342.0
1428301800000,91.0,-10.3,435.0
1428303600000,92.0,-8.3,518.0
1428305400000,91.0,-8.8,594.0
1428307200000,91.7,-8.2,660.0
1428309000000,91.0,-7.6,713.0
1428310800000,92.7,-5.8,756.0
1428312600000,91.0,-8.2,785.0
1428314400000,90.3,-8.3,805.0
1428316200000,90.0,-8.0,814.0
1428318000000,90.0,-9.0,794.0
1428319800000,90.3,-7.6,796.0
1428321600000,91.0,-7.6,768.0
1428323400000,89.7,-8.2,772.0
1428325200000,90.7,-7.7,681.0
1428327000000,91.0,-8.1,522.0
1428328800000,92.7,-7.7,350.0
1428330600000,92.7,-9.1,245.0
1428332400000,92.7,-9.9,165.0
1428334200000,93.0,-10.9,105.0
1428336000000,93.3,-10.8,72.0
1428337800000,93.7,-11.2,36.0
1428341400000,94.0,-11.7,7.0
1428343200000,94.0,-11.6,5.0
1428345000000,93.7,-11.7,5.0
1428346800000,94.0,-11.6,5.0
1428348600000,94.0,-11.7,5.0
1428350400000,94.0,-11.4,5.0
1428352200000,93.3,-11.7,5.0
1428354000000,93.0,-12.0,5.0
1428355800000,93.0,-12.2,5.0
1428357600000,93.0,-12.3,4.0
1428359400000,93.0,-13.2,4.0
1428361200000,92.7,-13.7,4.0
1428363000000,92.0,-13.8,7.0
1428364800000,90.7,-13.7,7.0
1428366600000,90.3,-13.4,6.0
1428368400000,90.0,-13.7,4.0
